"","Index","Status","Sats","RTC.date","RTC.time","FIX.date","FIX.time","Delta.s.","Latitude","Longitude","Altitude.m.","HDOP","eRes","Temperature.C.","Voltage.V.","site","nest","year","FIX.date2","firstfix","trackday","fewpoints","barn_lat","barn_long","distance","close50","close100"
"733",63,"Valid","9/9","21/06/08","13:10:04","21/06/08","13:09:36.589",-27.411,40.1887,-105.18655,1539.76,1,2.3,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,85.6866152455556,FALSE,TRUE
"734",64,"Valid","7/7","21/06/08","13:20:10","21/06/08","13:19:42.561",-27.439,40.18816,-105.18675,1555.61,1.1,2.4,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,62.0658581514845,FALSE,TRUE
"735",65,"Valid","7/7","21/06/08","13:30:04","21/06/08","13:29:36.539",-27.461,40.18812,-105.18522,1541.17,1.5,0.5,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,190.624529320038,FALSE,FALSE
"736",66,"Valid","8/9","21/06/08","13:40:10","21/06/08","13:39:42.004",-27.996,40.18866,-105.1865,1550.86,1.4,2.1,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,87.5807839810075,FALSE,TRUE
"737",67,"Valid","8/8","21/06/08","13:50:04","21/06/08","13:49:36.485",-27.515,40.1882,-105.18659,1534.98,1.5,0.8,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,74.0354796702772,FALSE,TRUE
"738",68,"Valid","3/3","21/06/08","14:00:11","21/06/08","13:59:43.400",-27.6,40.18831,-105.18671,1534.98,2.7,0,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,62.2551117018066,FALSE,TRUE
"739",69,"Valid","7/7","21/06/08","14:10:09","21/06/08","14:09:41.440",-27.56,40.18818,-105.18656,1538.66,1.6,1.2,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,77.0169552517843,FALSE,TRUE
"740",70,"Valid","8/8","21/06/08","14:20:08","21/06/08","14:19:40.395",-27.605,40.18818,-105.1868,1539.28,1.4,1.3,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,57.3242427997509,FALSE,TRUE
"741",71,"Valid","6/6","21/06/08","14:30:04","21/06/08","14:29:36.390",-27.61,40.18841,-105.18497,1537.31,1.8,0.5,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,210.485650382328,FALSE,FALSE
"742",72,"Valid","9/9","21/06/08","14:40:11","21/06/08","14:39:43.354",-27.646,40.18818,-105.18683,1535,1.3,1.4,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,54.9009788436483,FALSE,TRUE
"743",73,"Valid","9/9","21/06/08","14:50:04","21/06/08","14:49:36.335",-27.665,40.1878,-105.18608,1536.87,1.1,0.8,0,0,"Cooks","co23",2021,"2021-06-08",0,"co23-06-08",FALSE,40.18834,-105.18744,130.417483335948,FALSE,FALSE
"744",74,"Valid","6/6","21/06/09","13:00:11","21/06/09","12:59:39.600",-31.4,40.18821,-105.18674,1546.63,1.3,3.8,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,61.3340388040027,FALSE,TRUE
"745",75,"Valid","9/9","21/06/09","13:10:08","21/06/09","13:09:37.128",-30.872,40.18796,-105.18621,1534.8,1,1.3,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,112.924837352974,FALSE,FALSE
"746",76,"Valid","9/9","21/06/09","13:20:09","21/06/09","13:19:38.100",-30.9,40.18805,-105.18629,1539.07,0.9,1.3,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,103.090958683231,FALSE,FALSE
"747",77,"Valid","9/9","21/06/09","13:30:07","21/06/09","13:29:36.078",-30.922,40.18778,-105.18602,1543.48,1,2.7,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,135.976539771124,FALSE,FALSE
"748",78,"Valid","8/8","21/06/09","13:40:05","21/06/09","13:39:34.046",-30.954,40.18832,-105.18592,1535.85,0.9,0.6,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,129.460420127456,FALSE,FALSE
"749",79,"Valid","7/7","21/06/09","13:50:10","21/06/09","13:49:39.032",-30.968,40.1882,-105.18679,1547.92,1.6,1.6,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,57.4947146401629,FALSE,TRUE
"750",80,"Valid","9/9","21/06/09","14:00:07","21/06/09","13:59:35.981",-31.019,40.18822,-105.18681,1548.79,1.1,2.9,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,55.2799777824593,FALSE,TRUE
"751",81,"Valid","9/9","21/06/09","14:10:05","21/06/09","14:09:33.976",-31.024,40.18809,-105.18984,1540.71,1.6,0.9,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,206.258026621166,FALSE,FALSE
"752",82,"Valid","9/9","21/06/09","14:20:04","21/06/09","14:19:32.950",-31.05,40.18868,-105.18647,1548.72,1.1,3.1,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,90.8222426596921,FALSE,TRUE
"753",83,"Valid","7/8","21/06/09","14:30:10","21/06/09","14:29:38.398",-31.602,40.18808,-105.18586,1548.31,1.4,0.9,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,137.613523988228,FALSE,FALSE
"754",84,"Valid","9/9","21/06/09","14:40:09","21/06/09","14:39:37.888",-31.112,40.18822,-105.18685,1544.78,1.3,2.1,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,51.9805426534341,FALSE,TRUE
"755",85,"Valid","8/9","21/06/09","14:50:11","21/06/09","14:49:39.605",-31.395,40.18785,-105.18612,1539.81,1.4,0.9,0,0,"Cooks","co23",2021,"2021-06-09",0,"co23-06-09",FALSE,40.18834,-105.18744,124.885224420344,FALSE,FALSE
"756",86,"Valid","9/9","21/06/10","13:00:06","21/06/10","12:59:31.667",-34.333,40.18411,-105.19757,1540.83,1,1.2,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,982.260722686757,FALSE,FALSE
"757",87,"Valid","7/7","21/06/10","13:10:05","21/06/10","13:09:30.590",-34.41,40.18824,-105.18673,1543.92,1.4,0.5,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,61.4739201374404,FALSE,TRUE
"758",88,"Valid","7/7","21/06/10","13:20:04","21/06/10","13:19:29.611",-34.389,40.1889,-105.19022,1543.16,1.3,0.6,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,244.770441246977,FALSE,FALSE
"759",89,"Valid","9/9","21/06/10","13:30:07","21/06/10","13:29:32.579",-34.421,40.18793,-105.18609,1539.8,1.2,1.4,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,123.650601138414,FALSE,FALSE
"760",90,"Valid","7/7","21/06/10","13:40:05","21/06/10","13:39:30.542",-34.458,40.18792,-105.18613,1537.54,3,0.8,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,120.913970895514,FALSE,FALSE
"761",91,"Valid","9/9","21/06/10","13:50:04","21/06/10","13:49:29.524",-34.476,40.18797,-105.18621,1538.2,1.4,1.5,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,112.514648313566,FALSE,FALSE
"762",92,"Valid","9/9","21/06/10","14:00:04","21/06/10","13:59:29.494",-34.506,40.18802,-105.18638,1538.57,2.8,1.9,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,97.0100326728477,FALSE,TRUE
"763",93,"Valid","9/9","21/06/10","14:10:04","21/06/10","14:09:29.482",-34.518,40.19048,-105.18621,1542.55,1.7,0.6,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,259.683278575158,FALSE,FALSE
"764",94,"Valid","9/9","21/06/10","14:20:07","21/06/10","14:19:32.454",-34.546,40.18841,-105.1901,1535.93,1.2,1.7,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,226.655562985801,FALSE,FALSE
"765",95,"Valid","8/8","21/06/10","14:30:04","21/06/10","14:29:29.425",-34.575,40.18811,-105.18624,1537.68,2.1,1.3,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,105.333623247566,FALSE,FALSE
"766",96,"Valid","9/9","21/06/10","14:40:11","21/06/10","14:39:35.814",-35.186,40.18809,-105.1865,1537.21,1.1,0.6,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,84.7260317236459,FALSE,TRUE
"767",97,"Valid","6/6","21/06/10","14:50:10","21/06/10","14:49:35.389",-34.611,40.1882,-105.18673,1537.97,1.4,1.5,0,0,"Cooks","co23",2021,"2021-06-10",0,"co23-06-10",FALSE,40.18834,-105.18744,62.4292250636276,FALSE,TRUE
"768",98,"Valid","9/9","21/06/11","13:00:07","21/06/11","12:59:29.209",-37.791,40.1851,-105.1911,1536.3,0.9,1.5,0,0,"Cooks","co23",2021,"2021-06-11",0,"co23-06-11",TRUE,40.18834,-105.18744,476.00397487186,FALSE,FALSE
"769",99,"Valid","8/8","21/06/11","13:10:04","21/06/11","13:09:26.195",-37.805,40.18793,-105.18609,1535.92,1.2,1.4,0,0,"Cooks","co23",2021,"2021-06-11",0,"co23-06-11",TRUE,40.18834,-105.18744,123.650601138414,FALSE,FALSE
"770",100,"Valid","7/7","21/06/11","13:20:10","21/06/11","13:19:32.157",-37.843,40.18242,-105.18325,1534.92,1.6,0.9,0,0,"Cooks","co23",2021,"2021-06-11",0,"co23-06-11",TRUE,40.18834,-105.18744,747.951978453298,FALSE,FALSE
"771",2,"Valid","8/9","21/06/23","13:00:12","21/06/23","13:00:08.001",-3.999,40.13134,-105.23059,1664.1,1.3,1,0,0,"BlueCloud","bc09",2021,"2021-06-23",0,"bc09-06-23",FALSE,40.13575,-105.21244,1622.52976397855,FALSE,FALSE
"772",4,"Valid","7/8","21/06/23","13:20:05","21/06/23","13:20:01.088",-3.912,40.13201,-105.2182,1584.63,1.4,0.7,0,0,"BlueCloud","bc09",2021,"2021-06-23",0,"bc09-06-23",FALSE,40.13575,-105.21244,642.997770810052,FALSE,FALSE
"773",8,"Valid","7/8","21/06/23","14:00:04","21/06/23","13:59:59.995",-4.005,40.13658,-105.21475,1578.43,1.2,0.5,0,0,"BlueCloud","bc09",2021,"2021-06-23",0,"bc09-06-23",FALSE,40.13575,-105.21244,217.371621917456,FALSE,FALSE
"774",10,"Valid","7/8","21/06/23","14:20:04","21/06/23","14:19:59.955",-4.045,40.12787,-105.21373,1566.17,1.5,0.5,0,0,"BlueCloud","bc09",2021,"2021-06-23",0,"bc09-06-23",FALSE,40.13575,-105.21244,881.853528989741,FALSE,FALSE
"775",12,"Valid","7/9","21/06/23","14:40:09","21/06/23","14:40:04.921",-4.079,40.1351,-105.21295,1588.32,1.9,1.1,0,0,"BlueCloud","bc09",2021,"2021-06-23",0,"bc09-06-23",FALSE,40.13575,-105.21244,84.2513899853123,FALSE,TRUE
"776",14,"Valid","8/9","21/06/24","13:00:10","21/06/24","13:00:03.166",-6.834,40.13208,-105.21817,1584.63,1.5,1.3,0,0,"BlueCloud","bc09",2021,"2021-06-24",0,"bc09-06-24",FALSE,40.13575,-105.21244,636.040041384017,FALSE,FALSE
"777",17,"Valid","4/5","21/06/24","13:30:11","21/06/24","13:30:04.004",-6.996,40.13189,-105.21128,1584.66,2.9,0.2,0,0,"BlueCloud","bc09",2021,"2021-06-24",0,"bc09-06-24",FALSE,40.13575,-105.21244,439.85792719846,FALSE,FALSE
"778",20,"Valid","8/9","21/06/24","14:00:05","21/06/24","13:59:58.073",-6.927,40.13571,-105.21413,1575.01,1.3,1.1,0,0,"BlueCloud","bc09",2021,"2021-06-24",0,"bc09-06-24",FALSE,40.13575,-105.21244,144.097940863374,FALSE,FALSE
"779",22,"Valid","7/8","21/06/24","14:20:04","21/06/24","14:19:57.029",-6.971,40.13558,-105.21415,1574.1,1.4,0.4,0,0,"BlueCloud","bc09",2021,"2021-06-24",0,"bc09-06-24",FALSE,40.13575,-105.21244,146.951506284835,FALSE,FALSE
"780",24,"Valid","8/9","21/06/24","14:40:11","21/06/24","14:40:03.981",-7.019,40.132,-105.21821,1580,1.2,0.9,0,0,"BlueCloud","bc09",2021,"2021-06-24",0,"bc09-06-24",FALSE,40.13575,-105.21244,644.365676495366,FALSE,FALSE
"781",25,"Valid","8/9","21/06/24","14:50:06","21/06/24","14:49:58.936",-7.064,40.13233,-105.22123,1620.89,2.4,3.6,0,0,"BlueCloud","bc09",2021,"2021-06-24",0,"bc09-06-24",FALSE,40.13575,-105.21244,839.894117908446,FALSE,FALSE
"782",28,"Valid","8/9","21/06/25","13:20:04","21/06/25","13:19:54.157",-9.843,40.13571,-105.21419,1569.9,1.2,1.3,0,0,"BlueCloud","bc09",2021,"2021-06-25",0,"bc09-06-25",FALSE,40.13575,-105.21244,149.209067021499,FALSE,FALSE
"783",30,"Valid","8/9","21/06/25","13:40:04","21/06/25","13:39:54.116",-9.884,40.13569,-105.21423,1568.52,1.2,0.8,0,0,"BlueCloud","bc09",2021,"2021-06-25",0,"bc09-06-25",FALSE,40.13575,-105.21244,152.697358671615,FALSE,FALSE
"784",31,"Valid","6/7","21/06/25","13:50:05","21/06/25","13:49:55.086",-9.914,40.1346,-105.21425,1570.85,1.9,0.8,0,0,"BlueCloud","bc09",2021,"2021-06-25",0,"bc09-06-25",FALSE,40.13575,-105.21244,200.252055186828,FALSE,FALSE
"785",34,"Valid","7/9","21/06/25","14:20:09","21/06/25","14:19:59.026",-9.974,40.1354,-105.21331,1569.94,1.2,1.1,0,0,"BlueCloud","bc09",2021,"2021-06-25",0,"bc09-06-25",FALSE,40.13575,-105.21244,83.7131618334968,FALSE,TRUE
"786",36,"Valid","8/9","21/06/25","14:40:04","21/06/25","14:39:54.003",-9.997,40.1318,-105.21862,1587.07,1,2,0,0,"BlueCloud","bc09",2021,"2021-06-25",0,"bc09-06-25",FALSE,40.13575,-105.21244,685.407242073983,FALSE,FALSE
"787",37,"Valid","8/9","21/06/25","14:50:04","21/06/25","14:49:53.920",-10.08,40.12769,-105.21457,1572.91,1.1,1.1,0,0,"BlueCloud","bc09",2021,"2021-06-25",0,"bc09-06-25",FALSE,40.13575,-105.21244,913.186170919405,FALSE,FALSE
"788",38,"Valid","8/9","21/06/26","13:00:04","21/06/26","12:59:51.134",-12.866,40.13588,-105.21303,1563.43,1.2,1.4,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,52.3133453351288,FALSE,TRUE
"789",39,"Valid","8/9","21/06/26","13:10:10","21/06/26","13:09:57.107",-12.893,40.13216,-105.21218,1569.68,1.4,1.8,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,399.23899496592,FALSE,FALSE
"790",41,"Valid","7/8","21/06/26","13:30:04","21/06/26","13:29:51.051",-12.949,40.13579,-105.21316,1570.52,1.4,0.5,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,61.5221663330409,FALSE,TRUE
"791",42,"Valid","7/8","21/06/26","13:40:11","21/06/26","13:39:57.400",-13.6,40.12726,-105.21451,1569.98,1.4,0.7,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,959.072305580588,FALSE,FALSE
"792",43,"Valid","7/8","21/06/26","13:50:08","21/06/26","13:49:55.021",-12.979,40.13591,-105.21298,1570.11,1.4,0.4,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,49.331316295224,TRUE,TRUE
"793",44,"Valid","8/9","21/06/26","14:00:09","21/06/26","13:59:56.002",-12.998,40.13758,-105.2139,1577.5,1.2,1.7,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,238.267419959763,FALSE,FALSE
"794",45,"Valid","6/6","21/06/26","14:10:11","21/06/26","14:09:57.401",-13.599,40.13608,-105.21306,1603.54,1.6,2.9,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,64.3010503319374,FALSE,TRUE
"795",46,"Valid","8/9","21/06/26","14:20:04","21/06/26","14:19:50.964",-13.036,40.13186,-105.21794,1581.98,1.3,1.3,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,637.410768361328,FALSE,FALSE
"796",47,"Valid","8/9","21/06/26","14:30:04","21/06/26","14:29:50.937",-13.063,40.13186,-105.21794,1580.25,1.3,2.1,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,637.410768361328,FALSE,FALSE
"797",48,"Valid","7/7","21/06/26","14:40:04","21/06/26","14:39:50.904",-13.096,40.13588,-105.21327,1577.51,1.2,2.9,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,72.1940866959188,FALSE,TRUE
"798",49,"Valid","9/9","21/06/26","14:50:04","21/06/26","14:49:50.911",-13.089,40.13582,-105.21331,1578.76,0.9,1.6,0,0,"BlueCloud","bc09",2021,"2021-06-26",0,"bc09-06-26",FALSE,40.13575,-105.21244,74.5515771300426,FALSE,TRUE
"799",51,"Valid","5/6","21/06/27","13:10:05","21/06/27","13:09:49.068",-15.932,40.12813,-105.21308,1577.76,4.3,0.6,0,0,"BlueCloud","bc09",2021,"2021-06-27",0,"bc09-06-27",FALSE,40.13575,-105.21244,847.859670434586,FALSE,FALSE
"800",53,"Valid","8/9","21/06/27","13:30:04","21/06/27","13:29:47.960",-16.04,40.13593,-105.21268,1572.62,1.2,1,0,0,"BlueCloud","bc09",2021,"2021-06-27",0,"bc09-06-27",FALSE,40.13575,-105.21244,28.5977027192014,TRUE,TRUE
"801",54,"Valid","8/9","21/06/27","13:40:04","21/06/27","13:39:47.936",-16.064,40.13748,-105.21371,1571.12,1.3,1,0,0,"BlueCloud","bc09",2021,"2021-06-27",0,"bc09-06-27",FALSE,40.13575,-105.21244,220.48770596674,FALSE,FALSE
"802",55,"Valid","8/9","21/06/27","13:50:04","21/06/27","13:49:47.985",-16.015,40.1315,-105.21872,1594.17,1.2,2.1,0,0,"BlueCloud","bc09",2021,"2021-06-27",0,"bc09-06-27",FALSE,40.13575,-105.21244,713.5578538891,FALSE,FALSE
"803",56,"Valid","8/9","21/06/27","14:00:04","21/06/27","13:59:47.942",-16.058,40.13578,-105.21288,1578.54,1.1,1.1,0,0,"BlueCloud","bc09",2021,"2021-06-27",0,"bc09-06-27",FALSE,40.13575,-105.21244,37.6464443483284,TRUE,TRUE
"804",57,"Valid","7/8","21/06/27","14:10:04","21/06/27","14:09:47.925",-16.075,40.12871,-105.21245,1568.06,1.6,0.5,0,0,"BlueCloud","bc09",2021,"2021-06-27",0,"bc09-06-27",FALSE,40.13575,-105.21244,781.702174872583,FALSE,FALSE
"805",58,"Valid","8/9","21/06/27","14:20:04","21/06/27","14:19:47.906",-16.094,40.13587,-105.21297,1566.96,1.1,0.8,0,0,"BlueCloud","bc09",2021,"2021-06-27",0,"bc09-06-27",FALSE,40.13575,-105.21244,47.0932679986519,TRUE,TRUE
"806",59,"Valid","8/9","21/06/27","14:30:04","21/06/27","14:29:47.833",-16.167,40.13594,-105.21265,1567.3,1.2,1.2,0,0,"BlueCloud","bc09",2021,"2021-06-27",0,"bc09-06-27",FALSE,40.13575,-105.21244,27.6657489458345,TRUE,TRUE
"807",60,"Valid","6/7","21/06/27","14:40:04","21/06/27","14:39:47.856",-16.144,40.13596,-105.21275,1568.29,2,0.5,0,0,"BlueCloud","bc09",2021,"2021-06-27",0,"bc09-06-27",FALSE,40.13575,-105.21244,35.2379612733936,TRUE,TRUE
"808",61,"Valid","8/9","21/06/27","14:50:05","21/06/27","14:49:48.836",-16.164,40.13515,-105.21837,1577.81,1,0.7,0,0,"BlueCloud","bc09",2021,"2021-06-27",0,"bc09-06-27",FALSE,40.13575,-105.21244,509.755946636167,FALSE,FALSE
"809",63,"Valid","8/9","21/06/28","13:10:11","21/06/28","13:09:51.934",-19.066,40.13585,-105.21316,1567.79,1.9,7,0,0,"BlueCloud","bc09",2021,"2021-06-28",0,"bc09-06-28",FALSE,40.13575,-105.21244,62.3581550580043,FALSE,TRUE
"810",64,"Valid","8/9","21/06/28","13:20:04","21/06/28","13:19:44.982",-19.018,40.13188,-105.21794,1580.03,1.5,1,0,0,"BlueCloud","bc09",2021,"2021-06-28",0,"bc09-06-28",FALSE,40.13575,-105.21244,635.907951328427,FALSE,FALSE
"811",65,"Valid","3/3","21/06/28","13:30:11","21/06/28","13:29:52.000",-19,40.13587,-105.21292,1580.06,2.5,0,0,0,"BlueCloud","bc09",2021,"2021-06-28",0,"bc09-06-28",FALSE,40.13575,-105.21244,43.0230637635675,TRUE,TRUE
"812",68,"Valid","8/9","21/06/28","14:00:04","21/06/28","13:59:44.836",-19.164,40.13645,-105.21257,1574.86,1.2,1.3,0,0,"BlueCloud","bc09",2021,"2021-06-28",0,"bc09-06-28",FALSE,40.13575,-105.21244,78.5117174360512,FALSE,TRUE
"813",71,"Valid","8/9","21/06/28","14:30:08","21/06/28","14:29:48.831",-19.169,40.13673,-105.21472,1572.31,1.1,0.6,0,0,"BlueCloud","bc09",2021,"2021-06-28",0,"bc09-06-28",FALSE,40.13575,-105.21244,222.705193916516,FALSE,FALSE
"814",72,"Valid","8/9","21/06/28","14:40:05","21/06/28","14:39:45.812",-19.188,40.13334,-105.20967,1561.52,1.5,0.8,0,0,"BlueCloud","bc09",2021,"2021-06-28",0,"bc09-06-28",FALSE,40.13575,-105.21244,356.849428158811,FALSE,FALSE
"815",73,"Valid","8/9","21/06/28","14:50:08","21/06/28","14:49:48.789",-19.211,40.12792,-105.21442,1571.77,1,1,0,0,"BlueCloud","bc09",2021,"2021-06-28",0,"bc09-06-28",FALSE,40.13575,-105.21244,885.647162579397,FALSE,FALSE
"816",75,"Valid","6/7","21/06/29","13:10:05","21/06/29","13:09:42.920",-22.08,40.13585,-105.21328,1571.05,3.5,1,0,0,"BlueCloud","bc09",2021,"2021-06-29",0,"bc09-06-29",FALSE,40.13575,-105.21244,72.4445440362686,FALSE,TRUE
"817",76,"Valid","7/9","21/06/29","13:20:05","21/06/29","13:19:42.932",-22.068,40.12767,-105.21468,1571.47,1.3,1,0,0,"BlueCloud","bc09",2021,"2021-06-29",0,"bc09-06-29",FALSE,40.13575,-105.21244,917.268071319468,FALSE,FALSE
"818",77,"Valid","7/9","21/06/29","13:30:04","21/06/29","13:29:41.885",-22.115,40.13625,-105.21356,1572.5,1.3,3.4,0,0,"BlueCloud","bc09",2021,"2021-06-29",0,"bc09-06-29",FALSE,40.13575,-105.21244,110.422967426705,FALSE,FALSE
"819",78,"Valid","8/9","21/06/29","13:40:06","21/06/29","13:39:43.854",-22.146,40.13618,-105.21361,1578.26,1,1.8,0,0,"BlueCloud","bc09",2021,"2021-06-29",0,"bc09-06-29",FALSE,40.13575,-105.21244,110.554234680699,FALSE,FALSE
"820",79,"Valid","7/8","21/06/29","13:50:04","21/06/29","13:49:41.841",-22.159,40.12797,-105.21477,1574.84,2.2,0.6,0,0,"BlueCloud","bc09",2021,"2021-06-29",0,"bc09-06-29",FALSE,40.13575,-105.21244,886.400425715409,FALSE,FALSE
"821",80,"Valid","8/9","21/06/29","14:00:04","21/06/29","13:59:41.811",-22.189,40.13621,-105.2135,1570.74,1.2,1,0,0,"BlueCloud","bc09",2021,"2021-06-29",0,"bc09-06-29",FALSE,40.13575,-105.21244,103.777504991561,FALSE,FALSE
"822",81,"Valid","7/9","21/06/29","14:10:05","21/06/29","14:09:42.783",-22.217,40.14219,-105.20362,1543.31,2.3,0.8,0,0,"BlueCloud","bc09",2021,"2021-06-29",0,"bc09-06-29",FALSE,40.13575,-105.21244,1037.45341484798,FALSE,FALSE
"823",82,"Valid","8/9","21/06/29","14:20:08","21/06/29","14:19:45.754",-22.246,40.13652,-105.21272,1574.84,1,0.9,0,0,"BlueCloud","bc09",2021,"2021-06-29",0,"bc09-06-29",FALSE,40.13575,-105.21244,88.7662918689291,FALSE,TRUE
"824",83,"Valid","6/7","21/06/29","14:30:09","21/06/29","14:29:46.700",-22.3,40.13583,-105.21316,1571.75,2,1,0,0,"BlueCloud","bc09",2021,"2021-06-29",0,"bc09-06-29",FALSE,40.13575,-105.21244,62.0012518893363,FALSE,TRUE
"825",85,"Valid","7/9","21/06/29","14:50:07","21/06/29","14:49:44.705",-22.295,40.14177,-105.20368,1552.26,1.1,2.4,0,0,"BlueCloud","bc09",2021,"2021-06-29",0,"bc09-06-29",FALSE,40.13575,-105.21244,1002.06330344935,FALSE,FALSE
"826",87,"Valid","7/8","21/06/30","13:10:04","21/06/30","13:09:38.857",-25.143,40.13581,-105.21319,1565.16,1.5,0.7,0,0,"BlueCloud","bc09",2021,"2021-06-30",0,"bc09-06-30",FALSE,40.13575,-105.21244,64.2646250064934,FALSE,TRUE
"827",88,"Valid","8/9","21/06/30","13:20:05","21/06/30","13:19:39.859",-25.141,40.13356,-105.21894,1583.22,1.4,0.7,0,0,"BlueCloud","bc09",2021,"2021-06-30",0,"bc09-06-30",FALSE,40.13575,-105.21244,604.990252905726,FALSE,FALSE
"828",89,"Valid","8/9","21/06/30","13:30:04","21/06/30","13:29:38.848",-25.152,40.13188,-105.21795,1582.52,1.3,1.2,0,0,"BlueCloud","bc09",2021,"2021-06-30",0,"bc09-06-30",FALSE,40.13575,-105.21244,636.536446915084,FALSE,FALSE
"829",90,"Valid","7/8","21/06/30","13:40:04","21/06/30","13:39:38.813",-25.187,40.135,-105.2133,1572.78,1.3,0.9,0,0,"BlueCloud","bc09",2021,"2021-06-30",0,"bc09-06-30",FALSE,40.13575,-105.21244,110.937587335635,FALSE,FALSE
"830",91,"Valid","7/8","21/06/30","13:50:04","21/06/30","13:49:38.782",-25.218,40.13583,-105.2138,1570.53,1.4,1.1,0,0,"BlueCloud","bc09",2021,"2021-06-30",0,"bc09-06-30",FALSE,40.13575,-105.21244,116.245171929147,FALSE,FALSE
"831",94,"Valid","6/9","21/06/30","14:20:04","21/06/30","14:19:38.702",-25.298,40.13507,-105.21314,1600.29,3.3,1.2,0,0,"BlueCloud","bc09",2021,"2021-06-30",0,"bc09-06-30",FALSE,40.13575,-105.21244,96.2292357603003,FALSE,TRUE
"832",95,"Valid","3/3","21/06/30","14:30:11","21/06/30","14:29:45.760",-25.24,40.13627,-105.21361,1600.29,2,0.6,0,0,"BlueCloud","bc09",2021,"2021-06-30",0,"bc09-06-30",FALSE,40.13575,-105.21244,115.223167536447,FALSE,FALSE
